DATEOCC,YEAR,MONTH,DAY,CURR_IUCR,FBI_CD,AREA,BEAT,DISTRICT,X_COORD,Y_COORD,LOCATION,INC_CNT
2008-01-16 16:25:00,2008,01,16,0520,04A,1,0923,09,1168881,1884895,269,1
2008-01-16 16:30:00,2008,01,16,0530,04A,4,1023,10,1158258,1892774,304,1
2008-01-16 16:30:00,2008,01,16,0520,04A,2,0621,06,1172328,1851472,261,1
2008-01-16 17:00:00,2008,01,16,0520,04A,2,0532,05,1179993,1826070,290,1
2008-01-16 18:15:00,2008,01,16,051A,04A,3,2313,23,1169587,1930118,303,1
2008-01-16 18:20:00,2008,01,16,0530,04A,1,0232,02,1177596,1869111,304,1
2008-01-16 18:36:49,2008,01,16,051A,04A,1,0914,09,1165118,1875475,303,1
2008-01-16 19:09:00,2008,01,16,0530,04A,1,0725,07,1167221,1859421,290,1
2008-01-16 20:15:00,2008,01,16,051A,04A,2,0322,03,1180065,1859484,290,1
2008-01-16 20:50:00,2008,01,16,0520,04A,4,1131,11,1147577,1897378,304,1
2008-01-16 21:35:00,2008,01,16,051A,04A,2,0524,05,1172138,1827068,304,1
2008-01-17 07:30:00,2008,01,17,0530,04A,5,1712,17,1149752,1933676,290,1
2008-01-17 08:35:00,2008,01,17,0520,04A,5,1522,15,1139290,1897168,289,1
2008-01-17 10:15:00,2008,01,17,051A,04A,1,0233,02,1178162,1867528,303,1
2008-01-17 10:43:00,2008,01,17,0520,04A,5,1422,14,1154414,1910154,090,1
2008-01-17 11:30:00,2008,01,17,0520,04A,1,0722,07,1175229,1861647,289,1
2008-01-17 11:40:00,2008,01,17,0530,04A,1,2124,21,1182759,1872664,304,1
2008-01-17 13:50:00,2008,01,17,051A,04A,2,0524,05,1174013,1827392,304,1
2008-01-17 14:44:00,2008,01,17,0530,04A,3,1824,18,1175304,1907475,303,1
2008-01-17 15:40:00,2008,01,17,051A,04A,1,0823,08,1157784,1861716,303,1
2008-01-17 17:01:00,2008,01,17,0530,04A,1,0924,09,1172760,1884288,304,1
2008-01-17 17:50:00,2008,01,17,051A,04A,4,1014,10,1152600,1891845,304,1
2008-01-17 18:52:00,2008,01,17,051A,04A,2,0334,03,1193104,1856837,090,1
2008-01-17 19:40:00,2008,01,17,0520,04A,4,1313,13,1162824,1905299,293,1
2008-01-17 21:39:00,2008,01,17,0520,04A,2,0312,03,1180352,1860917,090,1
2008-01-18 03:30:00,2008,01,18,051A,04A,1,0726,07,1164199,1861081,289,1
2008-01-18 06:12:00,2008,01,18,051A,04A,1,0731,07,1175752,1855273,168,1
2008-01-18 08:15:00,2008,01,18,0520,04A,2,2213,22,1169214,1841722,314,1
2008-01-18 14:24:00,2008,01,18,051A,04A,1,0814,08,1144585,1875368,303,1
2008-01-18 19:06:00,2008,01,18,051A,04A,2,0324,03,1185303,1857470,303,1
2008-01-18 20:10:00,2008,01,18,051A,04A,1,0726,07,1164447,1861069,289,1
2008-01-18 20:13:04,2008,01,18,051A,04A,2,0422,04,1194262,1853033,303,1
2008-01-18 20:25:00,2008,01,18,051A,04A,5,2533,25,1141485,1910102,304,1
2008-01-18 21:50:00,2008,01,18,0530,04A,5,2514,25,1138517,1920541,103,1
2008-01-18 23:38:50,2008,01,18,051A,04A,1,0711,07,1173967,1864434,304,1
2008-01-18 23:45:00,2008,01,18,051A,04A,2,0524,05,1171827,1826397,090,1
2008-01-19 00:57:40,2008,01,19,0553,04A,2,0434,04,1195273,1833436,303,1
2008-01-19 02:00:00,2008,01,19,0520,04A,4,1135,11,1157263,1896277,090,1
2008-01-19 02:48:00,2008,01,19,051A,04A,5,1633,16,1135665,1923359,220,1
2008-01-19 09:50:00,2008,01,19,0530,04A,2,0431,04,1191510,1840697,303,1
2008-01-19 11:30:00,2008,01,19,0520,04A,1,0911,09,1159659,1868824,303,1
2008-01-19 14:20:00,2008,01,19,0530,04A,4,1123,11,1153456,1902229,304,1
2008-01-19 14:40:00,2008,01,19,0520,04A,2,0324,03,1188051,1856348,261,1
